Date,Time,Latitude,Longitude,Altitude,Residual Error,Clock Error,Cumulative Clock Error,No Satellites Used,No Satellites Provided
06/12/2006,15:39:01,-54.009031,-38.04976,16,7.40491,0.01,2,5,5
06/12/2006,15:54:00,-54.008278,-38.050858,16,16.83057,-0.09,1.91,7,7
06/12/2006,16:24:00,-54.008619,-38.050894,16,9.50991,-0.99,0.92,6,6
06/12/2006,16:39:00,-54.008496,-38.050749,16,14.45591,1.09,2.01,7,7
06/12/2006,16:54:00,-54.008421,-38.050726,16,21.820871,0.08,2.09,8,8
06/12/2006,17:09:00,-54.008198,-38.051143,16,9.508041,-1.07,1.02,6,6
06/12/2006,17:24:00,-54.008224,-38.051117,16,13.859014,1.08,2.1,8,8
06/12/2006,17:39:00,-54.008517,-38.050933,16,12.791266,-0.95,1.15,7,7
06/12/2006,17:54:00,-54.008438,-38.050547,16,14.019035,-0.04,1.11,7,7
06/12/2006,18:09:00,-54.008183,-38.051308,16,24.531484,1.11,2.22,6,6
06/12/2006,18:26:00,-54.008351,-38.051064,16,17.651684,-0.93,1.29,6,6
06/12/2006,19:02:00,-54.008518,-38.051048,16,11.125831,-0.03,1.26,6,6
06/12/2006,19:19:00,-54.00885,-38.051279,16,0.255327,-0.04,1.26,4,4
06/12/2006,19:36:00,-54.008446,-38.051615,16,11.490298,0.02,1.28,6,6
06/12/2006,19:51:00,-54.009181,-38.050321,16,0.379443,-0.08,1.28,4,4
06/12/2006,20:06:00,-54.008218,-38.050771,16,0.202292,0.16,1.28,4,4
06/12/2006,20:38:00,-54.008342,-38.051704,16,12.757863,-0.68,0.6,7,8
06/12/2006,20:53:00,-54.008534,-38.051269,16,15.732818,1.12,1.72,6,6
06/12/2006,21:08:00,-54.008637,-38.052132,16,12.517501,0.04,1.76,6,6
06/12/2006,21:23:00,-54.008466,-38.051578,16,11.20328,-0.99,0.77,7,7
06/12/2006,21:38:00,-54.008143,-38.051981,16,11.873176,1.05,1.82,6,6
06/12/2006,21:53:00,-54.008409,-38.04973,16,28.558354,0.24,1.82,5,5
06/12/2006,22:08:00,-54.008809,-38.053727,16,10.061877,-1.16,1.82,5,5
06/12/2006,22:23:00,-54.008407,-38.051429,16,0.332419,0.32,1.82,4,4
06/12/2006,22:38:00,-54.008027,-38.052289,16,17.662104,-0.71,1.11,6,7
06/12/2006,22:53:00,-54.005683,-38.051393,16,3.676168,0.22,1.33,6,6
06/12/2006,23:08:00,-54.008284,-38.051598,16,12.614752,0.89,2.22,7,7
06/12/2006,23:23:00,-54.008347,-38.051473,16,21.753212,-0.93,1.29,8,8
06/12/2006,23:38:00,-54.008507,-38.051463,16,22.654295,-0.08,1.21,6,6
06/12/2006,23:53:00,-54.008357,-38.051406,16,16.228824,0.17,1.21,5,5
07/12/2006,00:08:00,-54.008531,-38.051533,16,4.581241,0.17,1.21,5,5
07/12/2006,00:25:00,-54.009108,-38.051973,16,0.37354,0.12,1.21,4,4
07/12/2006,00:40:00,-54.008105,-38.051274,16,0.360474,0.44,1.21,4,4
07/12/2006,00:55:00,-54.008302,-38.051478,16,14.676511,0.41,1.62,6,6
07/12/2006,01:10:00,-54.008636,-38.050795,16,19.287362,-0.83,0.79,6,6
07/12/2006,01:25:00,-54.00728,-38.051933,16,0.663263,0.94,0.79,4,4
07/12/2006,01:40:00,-54.007851,-38.051835,16,1.662871,-0.05,0.79,5,6
07/12/2006,01:55:00,-54.008684,-38.051068,16,22.342625,0.17,0.96,6,6
07/12/2006,02:25:00,-54.008432,-38.051124,16,9.798557,-0.01,0.95,7,7
07/12/2006,02:40:00,-54.008704,-38.051484,16,18.714059,0.05,0.95,5,5
07/12/2006,02:55:00,-54.008297,-38.051289,16,10.186667,1.13,2.08,7,7
07/12/2006,03:10:00,-54.008576,-38.051002,16,21.649627,-1.06,1.02,8,8
07/12/2006,03:27:00,-54.00868,-38.051124,16,23.522796,1.15,2.17,8,8
07/12/2006,03:46:00,-54.008402,-38.051568,16,9.916126,-0.97,1.2,7,7
07/12/2006,04:03:00,-54.008498,-38.051221,16,14.138087,1.14,2.34,7,7
07/12/2006,04:18:00,-54.009286,-38.051647,16,1.715583,-0.92,2.34,4,4
07/12/2006,04:48:00,-54.008406,-38.051525,16,29.832175,-0.93,1.41,8,8
07/12/2006,05:03:00,-54.008588,-38.052149,16,25.803638,-0.05,1.36,8,8
07/12/2006,05:18:00,-54.008653,-38.051708,16,24.783848,0.05,1.41,7,7
07/12/2006,05:33:00,-54.00809,-38.05149,16,20.337659,0.11,1.52,8,8
07/12/2006,05:48:00,-54.008666,-38.051564,16,22.05512,0.11,1.63,7,7
07/12/2006,06:03:00,-54.008478,-38.051706,16,22.697634,-0.06,1.57,8,8
07/12/2006,06:18:00,-54.008586,-38.050048,16,0.565551,0.08,1.57,4,4
07/12/2006,06:33:00,-54.007641,-38.049989,16,14.870542,0.28,1.57,5,5
07/12/2006,06:48:00,-54.008134,-38.047697,16,20.363313,-0.56,1.01,6,6
07/12/2006,07:03:00,-54.008804,-38.050801,16,2.991914,0.86,1.01,5,5
07/12/2006,07:18:00,-54.009396,-38.048995,16,1.261526,1.12,1.01,4,4
07/12/2006,07:33:00,-54.008169,-38.0513,16,5.603841,-0.09,0.92,6,6
07/12/2006,08:03:00,-54.008658,-38.050994,16,10.303065,0.23,1.15,6,6
07/12/2006,10:26:00,-54.008195,-38.051064,16,9.259445,-0.11,1.04,6,6
07/12/2006,10:41:00,-54.008444,-38.050959,16,11.817432,1.11,1.04,5,5
07/12/2006,10:56:00,-54.009146,-38.051748,16,1.434289,0.31,1.04,4,4
07/12/2006,11:36:00,-54.007269,-38.051233,16,0.907341,0.18,1.04,4,4
07/12/2006,11:55:00,-54.007483,-38.049352,16,0.432245,0.51,1.04,4,4
07/12/2006,12:10:00,-54.00505,-38.03718,16,0.252121,1.68,1.04,4,4
07/12/2006,13:07:00,-54.008488,-38.052558,16,0.287936,0.89,1.04,4,4
07/12/2006,13:22:00,-54.008559,-38.050777,16,4.88776,0.11,1.04,5,5
07/12/2006,13:37:00,-54.008364,-38.050318,16,3.784521,0.35,1.04,5,5
07/12/2006,13:52:00,-54.00863,-38.050592,16,13.981198,0.38,1.42,6,6
07/12/2006,14:07:00,-54.008628,-38.05091,16,1.339195,-0.04,1.42,4,4
07/12/2006,14:22:00,-54.008858,-38.052109,16,17.305231,-0.78,0.64,7,7
07/12/2006,14:37:00,-54.008516,-38.051286,16,23.932097,1.06,1.7,7,7
07/12/2006,14:52:00,-54.009012,-38.052367,16,0.32209,0.06,1.7,5,5
07/12/2006,15:07:00,-54.008154,-38.051242,16,10.335335,-0.95,0.75,6,6
07/12/2006,15:22:00,-54.008193,-38.050418,16,7.520714,1.17,1.92,6,6
07/12/2006,15:37:00,-54.008581,-38.050577,16,7.124555,-1.16,1.92,5,5
07/12/2006,15:52:00,-54.006371,-38.045558,16,0.220954,-0.54,1.92,4,4
07/12/2006,16:07:00,-54.011759,-38.038817,16,0.457173,1.54,1.92,4,4
07/12/2006,16:22:00,-54.008317,-38.051884,16,16.26296,-0.78,1.92,5,5
07/12/2006,16:37:00,-54.008414,-38.051529,16,10.402858,-0.7,1.92,5,5
07/12/2006,16:52:00,-54.008139,-38.051711,16,5.955938,-0.61,1.31,6,6
07/12/2006,17:09:00,-54.018864,-38.054375,16,1.582949,-0.6,1.31,4,4
07/12/2006,17:41:00,-54.007589,-38.051225,16,0.590135,0.15,1.31,4,4
07/12/2006,17:56:00,-54.008411,-38.051192,16,12.043829,0.12,1.43,6,6
07/12/2006,18:11:00,-54.010105,-38.053564,16,0.60496,-0.02,1.43,4,4
07/12/2006,18:26:00,-54.008679,-38.051125,16,16.762327,0.36,1.79,7,7
07/12/2006,18:41:00,-54.008141,-38.051652,16,10.391374,-1.12,0.67,8,8
07/12/2006,18:56:00,-54.008182,-38.048517,16,20.974358,1.36,2.03,6,6
07/12/2006,19:11:00,-54.008254,-38.051617,16,7.860008,-0.19,1.84,6,6
07/12/2006,19:26:00,-54.00873,-38.051978,16,13.016238,-1.05,1.84,5,5
07/12/2006,19:41:00,-54.008183,-38.051602,16,21.100939,0.07,1.91,7,7
07/12/2006,19:56:00,-54.008585,-38.051264,16,19.638751,-0.97,0.94,6,6
07/12/2006,20:11:00,-54.008496,-38.050711,16,12.332967,-0.02,0.92,6,6
07/12/2006,20:41:00,-54.008568,-38.051173,16,6.588107,0.23,1.15,6,6
07/12/2006,20:56:00,-54.008448,-38.051271,16,16.736289,-0.12,1.03,8,8
07/12/2006,21:11:00,-54.008711,-38.051124,16,9.100316,0.29,1.32,6,6
07/12/2006,21:26:00,-54.008211,-38.051453,16,7.256526,-0.03,1.4,5,5
07/12/2006,21:41:00,-54.008282,-38.051886,0,0.491668,-0.2,1.4,4,4
07/12/2006,21:56:00,-54.008223,-38.049733,0,14.231043,0.3,1.03,5,5
07/12/2006,22:13:00,-54.008195,-38.051286,0,15.338586,0.44,2.55,8,8
07/12/2006,22:28:00,-54.007974,-38.051309,0,3.210752,-2.01,1.6,5,5
07/12/2006,22:43:00,-54.008763,-38.051333,0,1.097276,0.23,1.6,4,4
07/12/2006,22:58:00,-54.001713,-38.051646,0,0.724063,-0.2,1.11,4,4
07/12/2006,23:28:00,-54.008398,-38.051621,0,22.947388,-0.13,1.15,6,6
07/12/2006,23:43:00,-54.007955,-38.051644,0,15.960057,-0.1,1.05,6,6
07/12/2006,23:58:00,-54.008328,-38.051766,0,3.893931,0.17,1.05,5,5
08/12/2006,00:13:00,-54.008039,-38.051105,0,2.881765,0.39,1.05,5,5
08/12/2006,00:28:00,-54.030407,-38.050659,0,12.708539,-2.1,1.05,4,4
08/12/2006,00:58:00,-54.008154,-38.051062,0,5.90635,0.68,1.05,5,5
08/12/2006,01:19:00,-54.007435,-38.052625,0,0.509646,-0.24,1.05,4,4
08/12/2006,01:49:00,-54.008652,-38.051473,0,22.101562,-0.15,1.05,5,5
08/12/2006,03:49:00,-54.008726,-38.05056,0,13.005708,0.44,1.49,7,7
08/12/2006,05:34:00,-54.008305,-38.05118,0,16.753049,-0.77,0.72,7,7
08/12/2006,05:49:00,-54.007883,-38.050755,0,0.205617,0.11,0.72,4,4
08/12/2006,06:19:00,-54.008439,-38.051245,0,16.426081,0.11,0.83,6,6
08/12/2006,06:34:00,-54.00782,-38.050679,0,2.965512,0.14,0.97,7,7
08/12/2006,06:49:00,-54.010189,-38.054299,0,0.315571,-0.16,0.97,4,4
08/12/2006,07:04:00,-54.011613,-38.050135,0,0.087172,0.62,0.97,4,4
08/12/2006,07:19:00,-54.008458,-38.050824,0,0.663745,0.27,0.97,5,5
08/12/2006,07:34:00,-54.008476,-38.051328,0,9.356023,0.36,1.33,7,7
08/12/2006,07:49:00,-54.009632,-38.049021,0,0.876835,0.13,1.33,4,4
08/12/2006,08:04:00,-54.008249,-38.051162,0,10.201256,-0.93,0.4,7,7
08/12/2006,08:19:00,-54.00853,-38.051519,0,6.229544,1.06,1.46,7,7
08/12/2006,08:34:00,-54.008394,-38.051509,0,10.720477,-0.01,1.45,8,8
08/12/2006,08:49:00,-54.008552,-38.050984,0,22.551186,-0.78,0.67,8,8
08/12/2006,09:04:00,-54.008301,-38.051089,0,18.823011,1.07,1.74,8,8
08/12/2006,09:34:00,-54.008218,-38.050658,0,15.829379,-0.91,0.83,7,7
08/12/2006,09:49:00,-54.008385,-38.051785,0,22.731356,1.02,1.85,6,6
08/12/2006,10:04:00,-54.00885,-38.050108,0,8.58286,-0.93,0.92,7,7
08/12/2006,10:25:00,-54.01535,-38.053372,0,2.223782,-0.24,0.92,4,4
08/12/2006,10:40:00,-54.008535,-38.051137,0,15.618411,0,0.92,7,8
08/12/2006,10:57:00,-54.008733,-38.051356,0,0.914447,1.07,0.92,4,4
08/12/2006,12:40:00,-54.008912,-38.051922,0,5.540568,0.61,0.92,5,5
08/12/2006,12:59:00,-54.008311,-38.051739,0,13.470085,-0.28,0.64,6,6
08/12/2006,13:14:00,-54.008286,-38.051817,0,14.207829,1.07,1.71,7,7
08/12/2006,13:44:00,-54.011307,-38.054165,0,0.070155,-0.41,1.71,4,4
08/12/2006,14:14:00,-54.00804,-38.05192,0,5.137925,-0.72,0.99,7,7
08/12/2006,14:44:00,-54.007926,-38.05076,0,11.086517,-0.6,1.11,6,6
08/12/2006,14:59:00,-54.008007,-38.051204,0,23.224223,0.06,1.17,8,8
08/12/2006,15:14:00,-54.008269,-38.051361,0,14.121782,-0.03,1.14,8,8
08/12/2006,15:35:00,-54.008203,-38.05046,0,23.661749,0.25,1.39,7,8
08/12/2006,15:50:00,-54.007189,-38.048839,0,23.991626,-0.96,0.43,6,6
08/12/2006,16:05:00,-54.008727,-38.051201,0,12.967838,0.9,1.33,6,6
08/12/2006,16:20:00,-54.008397,-38.052293,0,18.166197,0,1.33,7,7
08/12/2006,16:35:00,-54.008491,-38.051694,0,6.904771,-1,0.33,7,7
08/12/2006,16:50:00,-54.008538,-38.051513,0,22.112732,1.09,1.42,7,7
08/12/2006,17:05:00,-54.008519,-38.051254,0,10.655221,0.05,1.47,7,7
08/12/2006,17:20:00,-54.008585,-38.051018,0,11.385029,-1.02,0.45,6,6
08/12/2006,17:35:00,-54.008584,-38.050907,0,10.903414,1.19,1.64,7,7
08/12/2006,17:50:00,-54.008587,-38.050817,0,17.486484,-0.88,0.76,6,6
08/12/2006,18:05:00,-54.008096,-38.051457,0,9.17256,-0.18,0.58,7,7
08/12/2006,18:20:00,-54.008821,-38.051547,0,8.851037,1.11,1.69,7,7
08/12/2006,18:35:00,-54.008009,-38.050966,0,12.141904,-0.94,0.75,6,6
08/12/2006,18:54:00,-54.0108,-38.052875,0,1.573833,0.86,0.75,5,5
08/12/2006,19:15:00,-54.008545,-38.051252,0,13.579802,0.1,0.85,6,6
08/12/2006,19:53:00,-54.007443,-38.052222,0,0.194186,-0.15,0.85,5,5
08/12/2006,20:08:00,-54.008532,-38.051789,0,0.229797,0.06,0.85,4,5
08/12/2006,20:23:00,-54.008305,-38.051374,0,21.690873,0.38,1.23,8,8
08/12/2006,20:38:00,-54.008251,-38.05132,0,14.781369,-1.1,0.13,7,7
08/12/2006,20:53:00,-54.008071,-38.051496,0,17.380635,1.14,1.27,8,8
08/12/2006,21:08:00,-54.008627,-38.051149,0,11.241653,0.1,1.37,8,8
08/12/2006,21:23:00,-54.008295,-38.051097,0,9.121303,-1.05,1.37,5,5
08/12/2006,21:38:00,-54.007259,-38.047776,0,1.176169,0.22,1.37,4,4
08/12/2006,21:53:00,-54.008345,-38.051772,0,17.201521,-0.82,0.55,6,6
08/12/2006,22:08:00,-54.008391,-38.052503,0,21.849607,-0.09,0.46,6,6
08/12/2006,22:38:00,-54.008624,-38.051416,0,26.499572,0.36,0.82,7,7
08/12/2006,22:57:00,-54.008365,-38.051512,0,10.605198,0.96,1.78,7,7
08/12/2006,23:18:00,-54.008147,-38.051421,0,19.324673,-0.97,0.81,6,6
08/12/2006,23:35:00,-54.008426,-38.051632,0,13.777655,0.2,0.81,5,5
08/12/2006,23:52:00,-54.008297,-38.053258,0,0.79477,0.03,0.81,4,4
09/12/2006,00:11:00,-54.009,-38.050653,0,0.428204,0.54,0.81,4,4
09/12/2006,02:32:00,-54.00862,-38.05191,0,8.39854,0.62,1.43,7,7
09/12/2006,02:47:00,-54.008434,-38.051671,0,6.457324,-1.07,0.36,8,8
09/12/2006,03:02:00,-54.008292,-38.052327,0,8.86855,1.11,1.47,6,6
09/12/2006,03:17:00,-54.008224,-38.051293,0,23.924964,-0.93,0.54,8,8
09/12/2006,03:32:00,-54.009057,-38.050831,0,8.777866,0,0.54,6,6
09/12/2006,04:02:00,-54.008658,-38.05193,0,17.175868,0.05,0.59,8,8
09/12/2006,04:17:00,-54.00854,-38.052608,0,7.169269,0.02,0.61,6,6
09/12/2006,04:51:00,-54.007894,-38.052337,0,2.985695,0.2,0.61,5,5
09/12/2006,05:06:00,-54.008686,-38.051585,0,9.3998,0.31,0.92,8,8
09/12/2006,05:21:00,-54.008308,-38.051265,0,22.406899,0.04,0.96,8,8
09/12/2006,05:36:00,-54.007635,-38.052026,0,1.330983,0.08,0.96,5,5
09/12/2006,05:55:00,-54.008478,-38.051484,0,0.850224,0.13,0.96,4,4
09/12/2006,06:10:00,-54.008952,-38.051281,0,15.64312,0.15,1.11,6,6
09/12/2006,06:25:00,-54.008692,-38.051542,0,5.664967,-0.88,1.11,5,5
09/12/2006,06:40:00,-54.008821,-38.051647,0,20.319769,0.21,1.32,7,7
09/12/2006,06:55:00,-54.008583,-38.052001,0,20.222467,-1.06,0.26,6,6
09/12/2006,07:10:00,-54.009597,-38.049791,0,0.507125,0.36,0.26,4,4
09/12/2006,07:25:00,-54.008298,-38.051569,0,10.189114,1.21,0.26,5,5
09/12/2006,07:40:00,-54.008215,-38.051389,0,13.415421,0.27,0.53,7,7
09/12/2006,07:55:00,-54.008183,-38.051903,0,1.562662,0.12,0.65,7,7
09/12/2006,08:12:00,-54.008455,-38.051551,0,23.608865,0.11,0.76,8,8
09/12/2006,08:27:00,-54.007981,-38.051709,0,14.103009,-0.03,0.73,7,7
09/12/2006,09:03:00,-54.00847,-38.051257,0,26.341557,-0.15,0.58,6,6
09/12/2006,09:18:00,-54.008339,-38.051475,0,8.876185,1.1,1.68,6,6
09/12/2006,09:33:00,-54.008551,-38.049402,0,0.884736,-0.69,1.68,5,5
09/12/2006,09:48:00,-54.008027,-38.051307,0,17.907068,-0.98,0.7,7,7
09/12/2006,10:03:00,-54.00851,-38.050824,0,15.954819,1.16,1.86,7,7
09/12/2006,10:24:00,-54.009401,-38.051638,0,0.53707,-0.93,1.86,4,4
09/12/2006,11:00:00,-54.008674,-38.05281,0,1.316715,-1.08,1.86,5,5
09/12/2006,11:15:00,-54.008161,-38.051298,0,0.312637,-0.78,1.86,4,4
09/12/2006,11:30:00,-54.008463,-38.052412,0,0.859434,-0.66,1.86,4,4
09/12/2006,13:30:00,-54.008837,-38.051066,0,1.186576,-0.31,1.86,4,4
09/12/2006,14:10:00,-54.008281,-38.051104,0,22.433118,-0.53,1.86,5,5
09/12/2006,14:46:00,-54.008929,-38.05103,0,14.569609,-0.45,1.41,7,7
09/12/2006,15:01:00,-54.007962,-38.053997,0,1.069508,-1.18,1.41,5,5
09/12/2006,15:16:00,-54.008746,-38.069883,0,1.051237,-1.4,1.41,4,4
09/12/2006,15:31:00,-54.009214,-38.047338,0,0.314874,0.16,1.41,4,4
09/12/2006,15:46:00,-54.008075,-38.054874,0,8.377515,-1.21,0.2,6,6
09/12/2006,16:01:00,-54.002442,-38.075009,0,27.982965,-0.7,0.2,5,5
09/12/2006,16:16:00,-54.008497,-38.05185,0,12.119405,0.49,0.69,8,8
09/12/2006,16:31:00,-54.008396,-38.051703,0,19.098369,0.02,0.71,8,8
09/12/2006,16:46:00,-54.008094,-38.051494,0,18.199152,-0.86,-0.15,6,6
09/12/2006,17:03:00,-54.008505,-38.051715,0,7.251837,1.2,-0.15,5,5
09/12/2006,17:18:00,-54.008153,-38.051165,0,16.239191,0.23,0.08,6,6
09/12/2006,18:36:00,-54.008733,-38.052851,0,0.879204,1.59,0.08,4,4
09/12/2006,19:54:00,-54.006608,-38.053849,0,0.205549,0.94,0.08,4,4
09/12/2006,20:11:00,-54.008754,-38.05049,0,1.635955,0.31,0.08,4,4
09/12/2006,20:26:00,-54.008468,-38.050586,0,6.029333,1.54,0.08,5,5
09/12/2006,20:41:00,-54.008145,-38.051631,0,20.596198,0.66,0.74,7,7
09/12/2006,20:56:00,-54.008606,-38.051681,0,3.70142,-0.03,0.74,5,5
09/12/2006,21:11:00,-54.008089,-38.051376,0,21.423228,0.23,0.97,6,6
09/12/2006,21:26:00,-54.008682,-38.052513,0,16.974044,-0.03,0.94,6,6
09/12/2006,22:02:00,-54.008902,-38.051776,0,25.818456,-0.02,0.94,5,5
09/12/2006,22:17:00,-54.008953,-38.051365,0,10.732479,-0.1,0.84,6,6
